ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2024,,,0,Cursando,Avaliador-23,Avaliador-26,Avaliador-22,Avaliador-1,Avaliador-5,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Paschoal Carlos Magno,2.0,Fase 5 (1° EM),Masculino,8.8,10.0,5.0,15.0,7.2,,7.072539815,7.306,7.5595,nan,3.0,Pública,6.4,7.5,6.8,8.5,5.0,nan,Ametista,Ametista,nan,nan,nan,3.5,nan,nan,,,nan,5D,7.072539815,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2024,,,0,Cursando,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,Avaliador-5,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 5 (1° EM),Feminino,7.9,5.0,5.5,15.0,6.9,,6.81254548,7.306,7.5595,nan,5.0,Pública,8.1,7.5,7.4,4.0,5.0,nan,Ametista,Agata,nan,nan,nan,7.5,nan,nan,,,nan,4N,6.81254548,nan,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 5 (1° EM),Feminino,8.3,5.0,6.3,16.0,8.5,,7.452799123,7.306,7.308,nan,7.0,Pública,8.0,6.3,8.6,5.0,4.0,nan,Ametista,Ametista,nan,nan,Ametista,7.0,nan,nan,,,nan,4M,7.452799123,nan,1,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2024,,,0,Cursando,Avaliador-3,Avaliador-15,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Dom Pedro Villas Boas de Souza,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,5.0,7.3,10.0,9.1,,8.0,7.306,7.5595,nan,6.7,Pública,8.4,7.5,7.5,7.5,2.0,nan,Ametista,Ametista,nan,nan,nan,7.0,nan,nan,,,nan,1D,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2024,,,0,Cursando,Avaliador-23,Avaliador-22,Avaliador-1,Avaliador-5,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 6 (2° EM),Masculino,9.2,5.0,8.5,16.0,7.8,,8.011855556,7.306,7.5595,nan,10.0,Pública,8.1,7.5,8.9,10.0,4.0,nan,Ametista,Topázio,nan,nan,nan,5.5,nan,nan,,,nan,5C,8.011855556,nan,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2024,,,0,Cursando,Avaliador-23,Avaliador-22,Avaliador-1,Avaliador-5,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Leonice de Aquino Oliveira,2.0,Fase 6 (2° EM),Feminino,8.8,5.0,6.5,12.0,7.0,,7.2431,7.306,7.5595,nan,9.5,Pública,7.5,7.5,8.3,5.0,4.0,nan,Ametista,Ametista,nan,nan,nan,5.0,nan,nan,,,nan,5C,7.2431,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2018,2008,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,1.0,18.0,1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,4.0,Fase 4 (9º ano),Feminino,9.2,10.0,7.3,12.0,8.9,,7.7730935185,8.673,7.5595,Não,8.1,Rede Decisão,7.5,9.4,8.917,6.0,4.0,Ametista,Ametista,Ametista,Topázio,Topázio,nan,7.7,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,P,8.673,Ametista,1,2.0,2.0,2.0,3.0,3.0,0.0,2.0
"202300,00%",,,0,Cursando,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 5 (1° EM),Feminino,8.8,5.0,4.0,15.0,7.8,,7.0,7.306,6.018,nan,3.0,Pública,7.8,5.6,7.8,3.0,4.0,nan,Ametista,Agata,nan,nan,Agata,6.0,nan,nan,,,nan,4L,7.0,nan,1,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2016,,,0,,Avaliador-24,Avaliador-7,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 7 (3° EM),Feminino,9.6,5.0,6.7,12.0,9.4,"7,375916667",7.7730935185,6.957,7.5595,nan,6.7,Privada - Programa de Apadrinhamento,7.1875,5.63,7.045,8.7,4.0,Topázio,Ametista,Ametista,Ametista,Ágata,nan,4.8,nan,nan,nan,nan,nan,6L,"7,375916667",Topázio,1,3.0,2.0,2.0,2.0,1.0,0.0,3.0
"202400,00%",,,0,Cursando,Avaliador-21,Avaliador-23,Avaliador-26,Avaliador-17,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Joaquim Mendes Feliz,2.0,Fase 3 (7° e 8° ano),Feminino,9.2,10.0,9.5,14.0,9.7,,9.0,7.306,7.5595,nan,10.0,Pública,8.5,8.1,8.3,10.0,4.0,nan,Ametista,Topázio,nan,nan,nan,8.5,nan,nan,,,nan,3I,9.0,nan,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,Avaliador-22,Avaliador-26,Avaliador-7,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Arco Íris Evolução,2.0,Fase 7 (3° EM),Feminino,7.1,10.0,5.3,12.0,7.2,,7.098051462,7.203,7.17,nan,6.5,Privada - Programa de Apadrinhamento,8.1,8.1,6.3,3.5,3.0,Ametista,Ametista,Ametista,Ágata,Ametista,Ametista,6.0,nan,nan,,,nan,7A,7.098051462,Ametista,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0
"202400,00%",,,0,Cursando,Avaliador-18,Avaliador-17,Avaliador-15,Avaliador-2,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 1 (3° e 4° ano),Masculino,9.5,10.0,3.5,12.0,8.6,,7.0,7.306,7.5595,nan,6.7,Pública,7.8,7.5,7.5,0.0,4.0,nan,Ametista,Ametista,nan,nan,nan,7.0,nan,nan,,,nan,1R,7.0,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022,,,0,Cursando,Avaliador-21,Avaliador-26,Avaliador-23,Avaliador-5,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Rede Decisão - Unidade União,2.0,Fase 2 (5° e 6° ano),Feminino,9.2,10.0,6.2,12.0,5.5,,7.0,7.576,7.429,nan,7.0,Privada,7.8,8.8,7.3,5.5,4.0,nan,Ametista,Ametista,nan,Ametista,Ametista,6.0,nan,nan,,,nan,3A,7.0,nan,1,0.0,2.0,2.0,0.0,2.0,2.0,0.0
"202300,00%",,,0,,Avaliador-11,Avaliador-3,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Feminino,10.0,10.0,8.7,8.0,9.2,9,7.7730935185,7.306,7.5595,nan,6.7,Pública,6.3,7.5,8.67,9.0,2.0,nan,Topázio,Ametista,nan,nan,nan,8.4,nan,nan,nan,nan,nan,ALFA H - G0/G1,9,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,,Avaliador-32,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Feminino,9.5,10.0,8.3,11.0,9.6,9,7.7730935185,7.306,7.5595,nan,6.7,Pública,9.0,7.5,9.676666667,7.3,3.0,nan,Topázio,Ametista,nan,nan,nan,9.2,nan,nan,nan,nan,nan,2L,9,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
"202200,00%",,,0,Cursando,Avaliador-21,Avaliador-26,Avaliador-23,Avaliador-5,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Nogueira e Sonho de Criança,2.0,Fase 3 (7° e 8° ano),Masculino,9.6,10.0,6.5,13.0,8.1,,8.0,6.471,7.722,nan,9.5,Pública,7.5,9.4,7.5,4.0,4.0,nan,Ametista,Topázio,nan,Ágata,Ametista,6.0,nan,nan,,,nan,3A,8.0,nan,0,0.0,2.0,3.0,0.0,1.0,2.0,0.0
2019,2011,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,126.0,683.0,12.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Masculino,7.4,10.0,5.0,12.0,6.9,,7.7730935185,6.313,7.5595,Não,6.7,Escola Pública,7.5,4.4,5.778,3.0,3.0,Ametista,Ametista,Ametista,Ágata,Ágata,nan,7.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,A,6.313,Ametista,0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
"202300,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,0.0,5.0,5.5,12.0,9.6,7,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.7,5.0,9.0025,5.0,3.0,nan,Agata,Ametista,nan,nan,nan,6.0,nan,nan,nan,nan,nan,2A,7,nan,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2019,2011,,0,,Avaliador-4,Avaliador-2,nan,nan,,,32.0,134.0,4.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,10.0,5.0,8.6,12.0,9.7,,7.7730935185,8.041,7.5595,Sim,6.7,Escola Pública,7.5,7.5,7.667,8.3,3.0,Ametista,Ametista,Ametista,Ametista,Ametista,nan,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,nan,Sem limitações,L,8.041,Ametista,0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
2019,2008,,0,,Avaliador-6,Avaliador-30,Avaliador-31,nan,,,83.0,640.0,9.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Feminino,8.3,5.0,5.8,12.0,6.9,,7.7730935185,6.527,7.5595,Não,7.3,Escola Pública,7.5,6.9,6.111,4.3,3.0,Ágata,Ametista,Ametista,Ametista,Ágata,nan,5.8,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Sem limitações,N,6.527,Ágata,1,1.0,2.0,2.0,2.0,1.0,0.0,1.0
2021,,,0,Cursando,Avaliador-21,Avaliador-23,Avaliador-26,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Paschoal Carlos Magno,2.0,Fase 4 (9° ano),Feminino,8.3,5.0,5.8,14.0,5.6,,6.0,7.075,5.791,nan,7.5,Pública,7.7,5.0,7.0,4.0,3.0,Ametista,Ametista,Agata,Ágata,Ametista,Quartzo,6.0,nan,nan,,,nan,3C,6.0,Ametista,1,2.0,2.0,1.0,1.0,2.0,0.0,2.0
2019,2007,,0,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,33.0,582.0,5.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 5 (1º EM),Masculino,8.3,10.0,4.8,12.0,7.9,,7.7730935185,6.72,7.5595,Não,6.2,Rede Decisão,7.5,5.6,6.083,3.7,3.0,Topázio,Ametista,Ametista,Ametista,Ágata,nan,4.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,nan,Requer avaliação,A,6.72,Topázio,0,3.0,2.0,2.0,2.0,1.0,0.0,3.0
2017,2007,,1,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,3.0,3.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5.0,Fase 5 (1º EM),Feminino,10.0,10.0,8.7,12.0,9.1,,7.7730935185,9.105,7.5595,Não,8.4,Rede Decisão,7.5,8.1,9.292,9.3,4.0,Ametista,Ametista,Ametista,Topázio,Topázio,nan,8.3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,F,9.105,Ametista,1,2.0,2.0,2.0,3.0,3.0,0.0,2.0
2019,2011,,1,,Avaliador-4,Avaliador-2,nan,nan,,,56.0,218.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,9.5,5.0,7.6,12.0,9.7,,7.7730935185,7.745,7.5595,Não,6.7,Escola Pública,7.5,5.0,8.833,7.3,2.0,Ágata,Ametista,Ametista,Ágata,Ametista,nan,7.8,Promovido de Fase,Promovido de Fase,Não avaliado,nan,Não indicado,G,7.745,Ágata,1,1.0,2.0,2.0,1.0,2.0,0.0,1.0
2022,2006,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,66.0,738.0,13.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4.0,Fase 6 (2º EM),Masculino,7.9,5.0,5.3,12.0,6.3,,7.7730935185,5.894,7.5595,Não,6.7,Escola Pública,7.5,7.5,5.0,6.0,4.0,nan,Ametista,Ametista,nan,Quartzo,nan,4.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Sem limitações,A,5.894,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
"201900,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,8.5,5.0,5.9,12.0,9.6,7,7.7730935185,6.957,7.5595,nan,6.7,Pública,7.9,2.5,8.226666667,4.3,3.0,Ametista,Ametista,Ametista,Ágata,Ágata,nan,7.5,nan,nan,nan,nan,nan,2F,7,Ametista,1,2.0,2.0,2.0,1.0,1.0,0.0,2.0
2022,,,0,Cursando,Avaliador-23,Avaliador-24,Avaliador-26,Avaliador-1,Avaliador-7,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 7 (3° EM),Masculino,7.5,5.0,8.3,12.0,7.8,,7.328933333,6.581,6.293,nan,10.0,Pública,7.6,5.6,7.6,7.0,5.0,nan,Ametista,Ametista,nan,Ágata,Agata,8.0,nan,nan,,,nan,6L,7.328933333,nan,0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
2019,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,9.0,5.0,7.4,12.0,9.1,7,7.7730935185,7.292,7.5595,nan,6.7,Pública,8.3,2.5,8.283333333,6.2,3.0,Ametista,Ametista,Ametista,Ametista,Ametista,nan,8.5,nan,nan,nan,nan,nan,2G,7,Ametista,0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
2023,,,0,Cursando,Avaliador-15,Avaliador-2,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Cecilia Cristina de Oliveira Rodrigues,2.0,Fase 2 (5° e 6° ano),Masculino,0.0,5.0,3.0,11.0,8.1,,5.0,7.306,7.085,nan,6.7,Pública,7.5,7.5,5.3,6.0,2.0,nan,Ametista,Quartzo,nan,nan,Ametista,0.0,nan,nan,,,nan,1K,5.0,nan,0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
2021,,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,9.2,10.0,7.3,12.0,9.9,8,7.7730935185,8.717,7.5595,nan,7.8,Pública,7.8,2.5,8.17,8.0,4.0,nan,Topázio,Ametista,Topázio,Topázio,nan,6.2,nan,nan,nan,nan,nan,3L,8,nan,0,0.0,3.0,2.0,3.0,3.0,0.0,0.0
"202300,00%",,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Pedro Antonio de Almeida,2.0,Fase 1 (3° e 4° ano),Feminino,9.5,5.0,7.5,9.0,9.3,,8.0,7.306,8.314,nan,6.7,Pública,7.5,7.5,7.5,7.5,2.0,nan,Ametista,Ametista,nan,nan,Topázio,7.5,nan,nan,,,nan,ALFA J - G2/G3,8.0,nan,1,0.0,2.0,2.0,0.0,0.0,3.0,0.0
2022,2014,,0,,Avaliador-13,Avaliador-3,nan,nan,,,114.0,381.0,8.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,9.5,10.0,4.1,12.0,8.9,,7.7730935185,7.335,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.333,3.7,2.0,nan,Ametista,Ametista,nan,Ametista,nan,4.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não atendido,O,7.335,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2021,2013,,0,,Avaliador-13,Avaliador-3,nan,nan,,,106.0,355.0,4.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,10.0,5.0,8.1,12.0,8.1,,7.7730935185,7.41,7.5595,Não,6.7,Escola Pública,7.5,4.4,8.333,7.8,2.0,nan,Ametista,Ametista,Topázio,Ametista,nan,8.3,Promovido de Fase,Promovido de Fase,Não avaliado,nan,Sem limitações,G,7.41,nan,1,0.0,2.0,2.0,3.0,2.0,0.0,0.0
2019,2009,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,48.0,404.0,3.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,7.1,10.0,6.8,12.0,8.2,,7.7730935185,7.278,7.5595,Não,6.7,Rede Decisão,7.5,5.0,6.708,6.3,4.0,Topázio,Ametista,Ametista,Ametista,Ametista,nan,7.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Requer avaliação,M,7.278,Topázio,1,3.0,2.0,2.0,2.0,2.0,0.0,3.0
2024,,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Etelvina Delfim Simões,2.0,Fase 1 (3° e 4° ano),Masculino,8.5,5.0,8.5,12.0,5.8,,7.0,7.306,7.5595,nan,6.7,Pública,7.5,7.5,7.5,10.0,2.0,nan,Ametista,Ametista,nan,nan,nan,7.0,nan,nan,,,nan,ALFA J - G2/G3,7.0,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,2.0,nan,nan,nan,Colégio Poliedro - SP,2.0,Fase 5 (1° EM),Feminino,10.0,10.0,8.1,12.0,9.0,,8.352033333,9.442,8.699,nan,8.2,Privada *Parcerias com Bolsa 100%,7.5,6.9,7.5,7.7,0.0,Topázio,Ametista,Topázio,Topázio,Topázio,Topázio,8.3,nan,nan,,,nan,7E,8.352033333,Topázio,1,3.0,2.0,3.0,3.0,3.0,3.0,3.0
2022,2006,,0,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,59.0,855.0,4.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 6 (2º EM),Feminino,5.4,5.0,0.0,12.0,3.8,,7.7730935185,3.915,7.5595,Não,6.7,Escola Pública,7.5,6.3,4.625,0.0,4.0,nan,Ametista,Ametista,nan,Quartzo,nan,0.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Sem limitações,F,3.915,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022,,,0,,nan,nan,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,8.068,7.5595,nan,6.7,Privada - Pagamento por *Empresa Parceira,7.5,7.5,7.5875,6.3,3.0,nan,nan,Ametista,nan,Topázio,nan,6.7,nan,nan,nan,nan,nan,8E,8.068,nan,0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
2022,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Feminino,9.0,5.0,9.1,12.0,9.8,9,7.7730935185,7.541,7.5595,nan,6.7,Pública,7.5,6.9,10.01,9.3,2.0,nan,Topázio,Ametista,nan,Ametista,nan,8.8,nan,nan,nan,nan,nan,ALFA D - G2/G3,9,nan,1,0.0,3.0,2.0,0.0,2.0,0.0,0.0
2022,,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 4 (9° ano),Feminino,5.4,5.0,5.0,12.0,7.6,6,7.7730935185,6.35,7.5595,nan,5.0,Pública,7.7,5.0,7.5425,4.7,4.0,nan,Agata,Ametista,nan,Ágata,nan,5.2,nan,nan,nan,nan,nan,3M,6,nan,1,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2022,,,0,Cursando,Avaliador-23,Avaliador-22,Avaliador-1,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 4 (9° ano),Feminino,7.9,10.0,7.2,14.0,9.5,,8.125807933,7.792,7.695,nan,9.5,Pública,8.1,6.3,7.8,6.0,3.0,nan,Ametista,Topázio,nan,Ametista,Ametista,6.0,nan,nan,,,nan,5N,8.125807933,nan,1,0.0,2.0,3.0,0.0,2.0,2.0,0.0
2022,2011,,0,,Avaliador-7,Avaliador-3,Avaliador-15,nan,,,125.0,478.0,10.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,6.8,12.0,6.8,,7.7730935185,7.035,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.278,5.0,3.0,nan,Ametista,Ametista,nan,Ametista,nan,8.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,D,7.035,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2019,2011,,1,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,3.0,36.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Feminino,6.9,10.0,8.1,12.0,9.9,,7.7730935185,8.488,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.889,7.1,3.0,Topázio,Ametista,Ametista,Ametista,Topázio,nan,9.2,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,nan,Não atendido,B,8.488,Topázio,1,3.0,2.0,2.0,2.0,3.0,0.0,3.0
2022,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Faculdade FIAP,2.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.051,6.319,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,#DIV/0!,nan,Ametista,Agata,6.7,nan,nan,,,nan,8F,7.051,nan,0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
2022,,,0,Cursando,Avaliador-20,Avaliador-19,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 2 (5° e 6° ano),Feminino,8.0,10.0,5.5,12.0,6.9,,7.0,8.151,7.871,nan,6.7,Pública,7.9,7.5,7.7,4.5,3.0,nan,Ametista,Ametista,nan,Topázio,Ametista,6.5,nan,nan,,,nan,2P,7.0,nan,1,0.0,2.0,2.0,0.0,3.0,2.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Bolsista Universitário *Formado (a),9.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Bolsista Universitário *Formado (a),7.5,7.5,7.5875,6.3,0.0,nan,Ametista,INCLUIR,nan,nan,nan,6.7,nan,nan,,,nan,9,,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,Avaliador-14,Avaliador-3,Avaliador-15,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Dom Pedro Villas Boas de Souza,2.0,Fase 2 (5° e 6° ano),Masculino,9.5,5.0,6.5,10.0,9.3,,8.0,7.306,7.165,nan,6.7,Pública,7.5,6.3,8.1,5.5,3.0,nan,Ametista,Ametista,nan,nan,Ametista,7.5,nan,nan,,,nan,1A,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2021,2008,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,34.0,423.0,8.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4.0,Fase 4 (9º ano),Feminino,6.7,10.0,5.5,12.0,8.5,,7.7730935185,7.215,7.5595,Não,6.4,Escola Pública,7.5,7.5,6.542,4.7,4.0,nan,Ametista,Ametista,Ágata,Ametista,nan,5.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Requer avaliação,L,7.215,nan,1,0.0,2.0,2.0,1.0,2.0,0.0,0.0
